light,mobility,resilience,recovery,discipline,intellect,strength,class,mode,tiers_mob,tiers_res,tiers_rec,tiers_dis,tiers_int,tiers_str,tiers,total
1560,72,42,100,100,62,57,Hunter,Trials,7,4,10,10,6,5,42,433
1558,43,55,103,40,110,31,Titan,Trials,4,5,10,4,11,3,37,382
1560,100,51,83,102,49,18,Hunter,Trials,10,5,8,10,4,1,38,403
1585,101,28,100,91,50,30,Hunter,Control,10,2,10,9,5,3,39,400
1559,22,78,102,57,67,57,Warlock,Trials,2,7,10,5,6,5,35,383
1557,33,80,82,80,28,57,Titan,Trials,3,8,8,8,2,5,34,360
1577,74,35,102,54,70,42,Warlock,Control,7,3,10,5,7,4,36,377
1559,32,59,101,106,48,33,Titan,Trials,3,5,10,10,4,3,35,379
1569,44,44,90,35,66,31,Titan,Control,4,4,9,3,6,3,29,310
1591,90,28,100,103,40,18,Warlock,Control,9,2,10,10,4,1,36,379
1565,100,12,53,49,54,11,Hunter,Control,10,1,5,4,5,1,26,279
1560,29,43,104,100,53,31,Titan,Trials,2,4,10,10,5,3,34,360
1581,64,49,101,34,90,51,Titan,Control,6,4,10,3,9,5,37,389
1576,103,43,22,56,100,37,Hunter,Control,10,4,2,5,10,3,34,361
1504,30,54,90,86,38,41,Titan,Control,3,5,9,8,3,4,32,339
1574,91,49,102,40,87,46,Hunter,Control,9,4,10,4,8,4,39,415
1560,103,52,90,62,64,42,Hunter,Trials,10,5,9,6,6,4,40,413
1566,70,40,40,85,50,35,Hunter,Control,7,4,4,8,5,3,31,320
1560,102,28,100,35,101,23,Hunter,Trials,10,2,10,3,10,2,37,389
1596,67,41,108,73,59,63,Titan,Control,6,4,10,7,5,6,38,411
1562,73,28,104,40,91,52,Warlock,Control,7,2,10,4,9,5,37,388
1559,64,46,100,82,62,30,Warlock,Trials,6,4,10,8,6,3,37,384
1556,100,23,102,36,36,101,Hunter,Control,10,2,10,3,3,10,38,398
1523,103,77,37,43,38,67,Hunter,Rumble,10,7,3,4,3,6,33,365
1566,78,70,39,59,67,25,Hunter,Control,7,7,3,5,6,2,30,338
1579,90,54,65,71,63,49,Hunter,Control,9,5,6,7,6,4,37,392
1560,43,53,100,83,62,45,Titan,Trials,4,5,10,8,6,4,37,386
1583,29,28,104,98,45,22,Warlock,Rumble,2,2,10,9,4,2,29,326
1529,46,38,88,35,82,57,Warlock,Control,4,3,8,3,8,5,31,346
1557,102,52,104,100,48,38,Hunter,Control,10,5,10,10,4,3,42,444
1559,64,35,100,101,67,30,Warlock,Trials,6,3,10,10,6,3,38,397
1584,101,28,100,91,50,30,Hunter,Control,10,2,10,9,5,3,39,400
1551,36,54,101,73,60,24,Warlock,Control,3,5,10,7,6,2,33,348
1552,63,34,108,101,53,52,Warlock,Trials,6,3,10,10,5,5,39,411
1559,102,28,100,35,101,23,Hunter,Control,10,2,10,3,10,2,37,389
1560,41,52,100,101,67,18,Warlock,Trials,4,5,10,10,6,1,36,379
1523,55,68,75,57,64,29,Hunter,Control,5,6,7,5,6,2,31,348
1583,94,48,100,19,102,25,Hunter,Control,9,4,10,1,10,2,36,388
1585,86,18,87,45,95,32,Hunter,Control,8,1,8,4,9,3,33,363
1558,98,16,55,98,42,52,Hunter,Trials,9,1,5,9,4,5,33,361
1491,50,85,39,61,45,27,Titan,Control,5,8,3,6,4,2,28,307
1560,75,50,104,50,65,55,Warlock,Trials,7,5,10,5,6,5,38,399
1580,37,64,100,83,53,33,Titan,Control,3,6,10,8,5,3,35,370
1557,26,81,94,83,44,60,Titan,Trials,2,8,9,8,4,6,37,388
1557,57,28,104,101,47,18,Warlock,Trials,5,2,10,10,4,1,32,355
1560,100,25,102,54,64,60,Hunter,Trials,10,2,10,5,6,6,39,405
1551,79,69,103,47,76,46,Hunter,Trials,7,6,10,4,7,4,38,420
1573,69,80,80,44,98,42,Warlock,Control,6,8,8,4,9,4,39,413
1525,31,31,103,41,54,57,Warlock,Control,3,3,10,4,5,5,30,317
1559,60,101,100,50,80,40,Titan,Trials,6,10,10,5,8,4,43,431
1487,48,79,66,35,49,45,Warlock,Control,4,7,6,3,4,4,28,322
1558,58,88,81,68,66,51,Titan,Trials,5,8,8,6,6,5,38,412
1581,62,107,27,21,100,26,Titan,Control,6,10,2,2,10,2,32,343
1579,66,54,93,44,83,61,Hunter,Control,6,5,9,4,8,6,38,401
1571,83,43,78,38,78,50,Hunter,Control,8,4,7,3,7,5,34,370
1581,50,57,104,103,33,34,Warlock,Control,5,5,10,10,3,3,36,381
1531,54,47,100,46,108,37,Hunter,Control,5,4,10,4,10,3,36,392
1582,105,23,104,49,107,59,Hunter,Control,10,2,10,4,10,5,41,447
1450,103,25,50,45,80,20,Hunter,Control,10,2,5,4,8,2,31,323
1377,24,100,82,39,53,61,Warlock,Control,2,10,8,3,5,6,34,359
1553,43,47,97,59,62,49,Warlock,Trials,4,4,9,5,6,4,32,357
1560,107,59,66,37,107,44,Hunter,Trials,10,5,6,3,10,4,38,420
1584,103,58,70,52,65,100,Hunter,Control,10,5,7,5,6,10,43,448
1574,91,57,86,52,67,60,Titan,Control,9,5,8,5,6,6,39,413
1556,93,28,85,30,57,60,Hunter,Trials,9,2,8,3,5,6,33,353
1560,93,50,92,52,76,60,Hunter,Trials,9,5,9,5,7,6,41,423
1560,102,42,100,38,106,31,Hunter,Trials,10,4,10,3,10,3,40,419
1560,26,107,70,49,70,36,Titan,Trials,2,10,7,4,7,3,33,358
1469,90,31,56,46,85,16,Hunter,Control,9,3,5,4,8,1,30,324
1594,100,63,100,101,50,52,Hunter,Control,10,6,10,10,5,5,46,466
1552,44,96,54,101,42,8,Titan,Control,4,9,5,10,4,0,32,345
1567,36,87,104,46,82,68,Titan,Control,3,8,10,4,8,6,39,423
1556,93,28,85,30,57,60,Hunter,Trials,9,2,8,3,5,6,33,353
1541,31,31,103,41,54,57,Warlock,Control,3,3,10,4,5,5,30,317
1560,90,43,100,32,105,48,Hunter,Trials,9,4,10,3,10,4,40,418
1559,63,98,29,44,47,53,Hunter,Trials,6,9,2,4,4,5,30,334
1560,51,62,75,34,93,44,Warlock,Trials,5,6,7,3,9,4,34,359
1560,77,30,103,102,35,46,Warlock,Trials,7,3,10,10,3,4,37,393
1558,84,33,103,102,70,50,Hunter,Trials,8,3,10,10,7,5,43,442
1560,64,82,92,47,88,40,Titan,Trials,6,8,9,4,8,4,39,413
1555,102,66,80,50,75,70,Hunter,Trials,10,6,8,5,7,7,43,443
1560,103,23,90,82,34,49,Hunter,Trials,10,2,9,8,3,4,36,381
1561,95,24,100,46,75,45,Hunter,Control,9,2,10,4,7,4,36,385
1551,46,37,45,39,38,38,Warlock,Trials,4,3,4,3,3,3,20,243
1560,42,80,66,57,59,75,Titan,Trials,4,8,6,5,5,7,35,379
1533,102,47,86,38,66,51,Hunter,Control,10,4,8,3,6,5,36,390
1530,49,57,26,33,88,61,Warlock,Trials,4,5,2,3,8,6,28,314
1550,41,22,49,41,48,33,Hunter,Trials,4,2,4,4,4,3,21,234
1545,42,26,94,95,31,25,Warlock,Control,4,2,9,9,3,2,29,313
1562,30,41,61,48,40,52,Warlock,Control,3,4,6,4,4,5,26,272
1561,56,33,62,44,36,65,Hunter,Control,5,3,6,4,3,6,27,296
1552,24,48,94,34,95,68,Titan,Trials,2,4,9,3,9,6,33,363
1488,30,60,100,82,74,42,Warlock,Control,3,6,10,8,7,4,38,388
1578,27,62,86,92,67,26,Warlock,Control,2,6,8,9,6,2,33,360
1555,81,37,101,32,101,64,Titan,Trials,8,3,10,3,10,6,40,416
1563,109,16,46,36,70,102,Hunter,Control,10,1,4,3,7,10,35,379
1551,100,32,104,30,88,80,Hunter,Trials,10,3,10,3,8,8,42,434
1577,50,41,100,54,82,48,Warlock,Control,5,4,10,5,8,4,36,375
1560,102,97,34,41,71,67,Hunter,Trials,10,9,3,4,7,6,39,412
1560,65,43,100,100,77,65,Hunter,Trials,6,4,10,10,7,6,43,450
1557,62,49,90,105,55,33,Warlock,Trials,6,4,9,10,5,3,37,394
1520,100,18,106,57,56,37,Hunter,Control,10,1,10,5,5,3,34,374
1517,80,38,83,102,40,52,Warlock,Control,8,3,8,10,4,5,38,395
1535,83,59,93,43,82,53,Hunter,Survival,8,5,9,4,8,5,39,413
1562,79,54,54,46,82,55,Hunter,Control,7,5,5,4,8,5,34,370
1579,102,40,100,60,80,22,Hunter,Control,10,4,10,6,8,2,40,404
1558,67,44,98,56,50,35,Warlock,Trials,6,4,9,5,5,3,32,350
1570,104,25,93,22,109,35,Hunter,Control,10,2,9,2,10,3,36,388
1556,78,41,107,50,105,57,Titan,Trials,7,4,10,5,10,5,41,438
1583,95,36,57,18,77,40,Hunter,Control,9,3,5,1,7,4,29,323
1543,50,72,51,61,92,81,Titan,Control,5,7,5,6,9,8,40,407
1581,113,33,71,92,33,45,Hunter,Control,11,3,7,9,3,4,37,387
1553,100,45,102,34,106,50,Titan,Trials,10,4,10,3,10,5,42,437
1560,104,31,84,95,54,51,Hunter,Trials,10,3,8,9,5,5,40,419
1572,12,90,56,22,56,25,Titan,Control,1,9,5,2,5,2,24,261
1554,62,64,102,72,70,70,Warlock,Trials,6,6,10,7,7,7,43,440
1545,88,55,59,63,61,46,Warlock,Trials,8,5,5,6,6,4,34,372
1529,73,83,95,40,82,78,Titan,Control,7,8,9,4,8,7,43,451
1591,70,40,100,50,60,70,Warlock,Control,7,4,10,5,6,7,39,390
1581,92,26,100,22,87,61,Hunter,Control,9,2,10,2,8,6,37,388
1490,37,57,100,27,100,47,Warlock,Control,3,5,10,2,10,4,34,368
1580,103,31,89,89,36,41,Hunter,Control,10,3,8,8,3,4,36,389
1560,47,90,101,52,80,60,Titan,Trials,4,9,10,5,8,6,42,430
1545,75,56,59,46,45,45,Warlock,Control,7,5,5,4,4,4,29,326
1575,100,35,100,32,72,59,Hunter,Control,10,3,10,3,7,5,38,398
1557,108,33,102,42,84,45,Hunter,Trials,10,3,10,4,8,4,39,414
1581,90,32,104,51,69,50,Hunter,Control,9,3,10,5,6,5,38,396
1582,60,61,101,91,72,51,Warlock,Control,6,6,10,9,7,5,43,436
1558,70,36,92,80,91,70,Warlock,Trials,7,3,9,8,9,7,43,439
1554,52,64,102,62,50,70,Warlock,Trials,5,6,10,6,5,7,39,400
1560,100,22,102,80,37,37,Hunter,Trials,10,2,10,8,3,3,36,378
1560,41,63,104,100,70,26,Warlock,Trials,4,6,10,10,7,2,39,404
1557,84,20,103,27,102,50,Hunter,Trials,8,2,10,2,10,5,37,386
1581,49,50,100,53,103,45,Warlock,Control,4,5,10,5,10,4,38,400
1569,23,70,100,70,40,73,Titan,Control,2,7,10,7,4,7,37,376
1530,101,30,101,43,107,34,Hunter,Control,10,3,10,4,10,3,40,416
1560,38,103,26,47,91,29,Titan,Trials,3,10,2,4,9,2,30,334
1553,50,36,106,100,29,23,Warlock,Trials,5,3,10,10,2,2,32,344
1560,84,58,37,53,60,56,Warlock,Trials,8,5,3,5,6,5,32,348
1556,27,106,75,76,42,30,Warlock,Trials,2,10,7,7,4,3,33,356
1566,45,72,100,62,62,53,Titan,Control,4,7,10,6,6,5,38,394
1552,18,76,105,87,63,19,Titan,Trials,1,7,10,8,6,1,33,368
1560,100,24,100,73,81,60,Hunter,Trials,10,2,10,7,8,6,43,438
1556,27,103,63,52,53,15,Titan,Trials,2,10,6,5,5,1,29,313
1558,94,46,101,102,49,28,Hunter,Trials,9,4,10,10,4,2,39,420
1560,62,100,92,43,90,64,Titan,Trials,6,10,9,4,9,6,44,451
1537,102,32,101,54,75,34,Hunter,Control,10,3,10,5,7,3,38,398
1554,102,20,101,18,101,48,Hunter,Trials,10,2,10,1,10,4,37,390
1566,47,67,102,34,100,37,Titan,Survival,4,6,10,3,10,3,36,387
1559,67,109,75,46,86,73,Warlock,Trials,6,10,7,4,8,7,42,456
1570,97,44,71,70,60,27,Hunter,Control,9,4,7,7,6,2,35,369
1579,67,75,71,52,91,26,Warlock,Control,6,7,7,5,9,2,36,382
1466,24,98,41,42,33,36,Warlock,Control,2,9,4,4,3,3,25,274
1558,48,92,102,36,99,60,Titan,Trials,4,9,10,3,9,6,41,437
1560,48,103,101,102,40,26,Titan,Trials,4,10,10,10,4,2,40,420
1558,36,36,102,103,71,32,Warlock,Trials,3,3,10,10,7,3,36,380
1560,100,18,100,32,100,104,Hunter,Trials,10,1,10,3,10,10,44,454
1560,22,108,77,54,58,74,Titan,Trials,2,10,7,5,5,7,36,393
1483,40,33,22,23,36,53,Warlock,Control,4,3,2,2,3,5,19,207
1588,100,45,100,101,40,32,Hunter,Control,10,4,10,10,4,3,41,418
1571,61,61,103,61,53,38,Warlock,Control,6,6,10,6,5,3,36,377
1538,115,56,56,78,97,54,Hunter,Trials,11,5,5,7,9,5,42,456
1350,72,37,100,32,75,50,Hunter,Control,7,3,10,3,7,5,35,366
1552,82,40,38,102,74,32,Hunter,Trials,8,4,3,10,7,3,35,368
1546,75,72,49,36,55,22,Hunter,Trials,7,7,4,3,5,2,28,309
1552,64,88,51,44,47,46,Titan,Trials,6,8,5,4,4,4,31,340
1560,19,32,102,83,40,103,Warlock,Trials,1,3,10,8,4,10,36,379
1559,86,31,104,26,103,43,Warlock,Trials,8,3,10,2,10,4,37,393
1558,40,42,101,77,91,26,Titan,Trials,4,4,10,7,9,2,36,377
1493,90,26,100,47,78,48,Hunter,Control,9,2,10,4,7,4,36,389
1577,26,76,90,86,60,31,Warlock,Control,2,7,9,8,6,3,35,369
1560,104,18,101,34,96,28,Hunter,Trials,10,1,10,3,9,2,35,381
1544,103,16,105,66,46,55,Hunter,Control,10,1,10,6,4,5,36,391
1559,36,33,101,102,64,31,Warlock,Trials,3,3,10,10,6,3,35,367
1516,50,31,100,100,71,50,Warlock,Control,5,3,10,10,7,5,40,402
1552,74,42,40,104,76,34,Hunter,Trials,7,4,4,10,7,3,35,370
1547,75,72,49,36,55,22,Hunter,Trials,7,7,4,3,5,2,28,309
1580,72,62,101,40,76,77,Warlock,Control,7,6,10,4,7,7,41,428
1570,53,36,100,103,84,63,Warlock,Control,5,3,10,10,8,6,42,439
1560,24,23,109,101,22,101,Warlock,Trials,2,2,10,10,2,10,36,380
1574,40,27,91,94,63,27,Warlock,Control,4,2,9,9,6,2,32,342
1571,90,27,101,50,101,51,Hunter,Survival,9,2,10,5,10,5,41,420
1584,50,43,103,81,64,50,Warlock,Rumble,5,4,10,8,6,5,38,391
1550,71,61,63,74,63,48,Titan,Trials,7,6,6,7,6,4,36,380
1560,90,34,81,22,82,47,Hunter,Trials,9,3,8,2,8,4,34,356
1544,26,88,97,48,80,42,Warlock,Control,2,8,9,4,8,4,35,381
1556,104,18,101,34,96,28,Hunter,Survival,10,1,10,3,9,2,35,381
1585,43,70,102,63,60,60,Titan,Control,4,7,10,6,6,6,39,398
1551,33,83,99,43,72,73,Titan,Trials,3,8,9,4,7,7,38,403
1560,57,43,82,88,58,50,Warlock,Trials,5,4,8,8,5,5,35,378
1560,100,33,100,71,55,36,Hunter,Trials,10,3,10,7,5,3,38,395
1552,92,38,103,57,105,26,Warlock,Trials,9,3,10,5,10,2,39,421
1577,70,34,103,33,52,65,Warlock,Control,7,3,10,3,5,6,34,357
1576,102,53,101,38,91,59,Hunter,Control,10,5,10,3,9,5,42,444
1576,100,30,100,62,75,60,Hunter,Control,10,3,10,6,7,6,42,427
1558,33,100,43,45,102,28,Titan,Trials,3,10,4,4,10,2,33,351
1560,100,31,100,71,30,52,Hunter,Trials,10,3,10,7,3,5,38,384
1570,105,37,100,99,52,18,Hunter,Control,10,3,10,9,5,1,38,411
1578,52,39,102,30,90,46,Warlock,Control,5,3,10,3,9,4,34,359
1564,80,61,90,57,63,52,Hunter,Control,8,6,9,5,6,5,39,403
1579,29,100,103,100,50,43,Titan,Control,2,10,10,10,5,4,41,425
1560,92,23,81,61,44,52,Warlock,Trials,9,2,8,6,4,5,34,353
1552,50,35,103,59,65,69,Warlock,Trials,5,3,10,5,6,6,35,381
1559,46,28,87,87,82,31,Warlock,Trials,4,2,8,8,8,3,33,361
1583,101,33,100,70,60,81,Hunter,Control,10,3,10,7,6,8,44,445
1516,62,29,91,47,57,39,Warlock,Control,6,2,9,4,5,3,29,325
1562,87,85,48,60,75,54,Hunter,Control,8,8,4,6,7,5,38,409
1559,105,28,102,28,112,33,Hunter,Trials,10,2,10,2,11,3,38,408
1564,36,42,88,86,61,35,Warlock,Control,3,4,8,8,6,3,32,348
1537,50,60,100,101,25,44,Warlock,Control,5,6,10,10,2,4,37,380
1560,103,22,100,92,85,38,Hunter,Trials,10,2,10,9,8,3,42,440
1580,29,100,103,100,50,43,Titan,Control,2,10,10,10,5,4,41,425
1552,82,28,103,47,95,26,Warlock,Trials,8,2,10,4,9,2,35,381
1556,90,54,100,18,102,41,Hunter,Survival,9,5,10,1,10,4,39,405
1554,43,17,104,89,55,20,Warlock,Control,4,1,10,8,5,2,30,328
1555,70,46,27,46,52,36,Hunter,Survival,7,4,2,4,5,3,25,277
1556,57,40,92,47,94,49,Hunter,Trials,5,4,9,4,9,4,35,379
1583,25,33,101,100,52,50,Titan,Control,2,3,10,10,5,5,35,361
1527,67,66,60,72,68,53,Hunter,Trials,6,6,6,7,6,5,36,386
1559,102,43,101,44,104,44,Hunter,Trials,10,4,10,4,10,4,42,438
1558,102,18,101,91,54,80,Hunter,Trials,10,1,10,9,5,8,43,446
1558,100,28,102,37,101,75,Hunter,Trials,10,2,10,3,10,7,42,443
1560,33,41,104,50,103,57,Warlock,Trials,3,4,10,5,10,5,37,388
1563,100,40,94,84,58,29,Hunter,Control,10,4,9,8,5,2,38,405
1560,37,64,104,37,100,50,Titan,Trials,3,6,10,3,10,5,37,392
1585,106,18,107,101,43,52,Hunter,Control,10,1,10,10,4,5,40,427
1556,92,101,37,12,52,104,Hunter,Trials,9,10,3,1,5,10,38,398
1560,41,67,103,52,103,27,Titan,Trials,4,6,10,5,10,2,37,393
1566,104,31,68,52,53,46,Titan,Control,10,3,6,5,5,4,33,354
1550,103,24,87,14,103,47,Hunter,Trials,10,2,8,1,10,4,35,378
1571,92,19,101,43,82,74,Titan,Control,9,1,10,4,8,7,39,411
1581,102,28,96,74,36,51,Hunter,Control,10,2,9,7,3,5,36,387
1560,103,32,103,80,61,49,Hunter,Trials,10,3,10,8,6,4,41,428
1451,31,80,66,80,80,31,Titan,Control,3,8,6,8,8,3,36,368
1350,51,41,106,49,51,50,Warlock,Control,5,4,10,4,5,5,33,348
1559,79,52,101,62,89,60,Hunter,Trials,7,5,10,6,8,6,42,443
1559,98,43,90,34,102,57,Hunter,Trials,9,4,9,3,10,5,40,424
1580,102,18,102,51,48,70,Hunter,Control,10,1,10,5,4,7,37,391
1558,103,51,101,28,106,56,Hunter,Trials,10,5,10,2,10,5,42,445
1574,102,60,30,100,37,80,Hunter,Control,10,6,3,10,3,8,40,409
1550,39,42,101,22,101,80,Warlock,Control,3,4,10,2,10,8,37,385
1550,53,23,95,90,31,42,Warlock,Control,5,2,9,9,3,4,32,334
1576,91,36,86,72,79,51,Hunter,Control,9,3,8,7,7,5,39,415
1551,103,44,63,53,34,69,Hunter,Trials,10,4,6,5,3,6,34,366
1559,101,32,105,36,80,68,Hunter,Trials,10,3,10,3,8,6,40,422
1552,107,22,98,29,95,31,Hunter,Trials,10,2,9,2,9,3,35,382
1584,78,63,90,34,102,57,Hunter,Control,7,6,9,3,10,5,40,424
1578,70,60,103,41,60,62,Hunter,Control,7,6,10,4,6,6,39,396
1560,101,26,103,104,18,30,Hunter,Trials,10,2,10,10,1,3,36,382
1560,94,74,56,66,53,65,Hunter,Trials,9,7,5,6,5,6,38,408
1559,48,102,92,60,80,36,Titan,Trials,4,10,9,6,8,3,40,418
1560,99,53,91,34,70,91,Hunter,Trials,9,5,9,3,7,9,42,438
1560,49,52,101,22,106,100,Warlock,Trials,4,5,10,2,10,10,41,430
1553,87,65,69,63,54,51,Hunter,Trials,8,6,6,6,5,5,36,389
1580,28,63,102,94,67,39,Warlock,Survival,2,6,10,9,6,3,36,393
1581,78,28,98,1,107,12,Warlock,Control,7,2,9,0,10,1,29,324
1558,44,68,100,100,22,35,Warlock,Trials,4,6,10,10,2,3,35,369
1560,35,54,76,100,68,38,Hunter,Trials,3,5,7,10,6,3,34,371
1551,62,62,87,53,73,55,Titan,Control,6,6,8,5,7,5,37,392
1554,104,44,52,45,104,79,Titan,Trials,10,4,5,4,10,7,40,428
1552,69,54,22,67,32,38,Warlock,Trials,6,5,2,6,3,3,25,282
1558,28,72,100,90,60,52,Warlock,Trials,2,7,10,9,6,5,39,402
1557,55,40,100,64,52,40,Warlock,Trials,5,4,10,6,5,4,34,351
1560,62,66,99,46,99,63,Hunter,Trials,6,6,9,4,9,6,40,435
1556,67,51,101,31,110,46,Warlock,Trials,6,5,10,3,11,4,39,406
1581,100,32,101,51,72,74,Warlock,Control,10,3,10,5,7,7,42,430
1550,43,47,106,42,96,32,Warlock,Trials,4,4,10,4,9,3,34,366
1560,61,72,100,104,51,50,Titan,Trials,6,7,10,10,5,5,43,438
1560,39,101,100,86,52,41,Titan,Trials,3,10,10,8,5,4,40,419
1551,105,14,91,50,100,31,Hunter,Trials,10,1,9,5,10,3,38,391
1558,103,52,55,27,90,41,Hunter,Trials,10,5,5,2,9,4,35,368
1560,97,36,85,38,103,27,Hunter,Trials,9,3,8,3,10,2,35,386
1560,28,100,63,42,47,48,Titan,Trials,2,10,6,4,4,4,30,328
1578,48,103,82,46,81,51,Titan,Control,4,10,8,4,8,5,39,411
1550,101,34,102,82,59,46,Hunter,Control,10,3,10,8,5,4,40,424
1581,101,23,104,76,40,33,Hunter,Control,10,2,10,7,4,3,36,377
1581,100,62,63,70,74,51,Hunter,Control,10,6,6,7,7,5,41,420
1552,105,36,47,98,99,18,Hunter,Trials,10,3,4,9,9,1,36,403
1552,39,43,102,102,27,26,Warlock,Control,3,4,10,10,2,2,31,339
1550,37,41,95,38,37,49,Warlock,Control,3,4,9,3,3,4,26,297
1552,49,34,52,90,64,30,Warlock,Trials,4,3,5,9,6,3,30,319
1491,90,47,105,52,65,45,Titan,Control,9,4,10,5,6,4,38,404
1583,100,30,101,61,91,50,Hunter,Control,10,3,10,6,9,5,43,433
1557,101,34,103,66,35,37,Hunter,Trials,10,3,10,6,3,3,35,376
1563,68,22,90,21,62,24,Warlock,Control,6,2,9,2,6,2,27,287
1559,60,50,100,101,50,61,Warlock,Trials,6,5,10,10,5,6,42,422
1559,61,37,100,104,71,27,Warlock,Trials,6,3,10,10,7,2,38,400
1404,21,23,102,59,16,27,Warlock,Control,2,2,10,5,1,2,22,248
1570,101,53,101,41,90,60,Titan,Control,10,5,10,4,9,6,44,446
1555,107,34,64,54,53,41,Hunter,Trials,10,3,6,5,5,4,33,353
1558,63,56,104,73,48,50,Warlock,Trials,6,5,10,7,4,5,37,394
1519,42,55,97,57,58,21,Warlock,Control,4,5,9,5,5,2,30,330
1581,30,88,38,76,75,51,Titan,Control,3,8,3,7,7,5,33,358
1554,100,62,73,70,74,46,Hunter,Control,10,6,7,7,7,4,41,425
1518,44,50,48,22,50,37,Hunter,Control,4,5,4,2,5,3,23,251
1534,57,27,53,23,38,36,Titan,Trials,5,2,5,2,3,3,20,234
1584,102,32,102,53,60,80,Hunter,Control,10,3,10,5,6,8,42,429
1555,103,28,99,43,48,82,Hunter,Trials,10,2,9,4,4,8,37,403
1577,25,64,110,102,29,40,Titan,Control,2,6,11,10,2,4,35,370
1560,39,73,104,60,66,48,Warlock,Trials,3,7,10,6,6,4,36,390
1560,66,40,64,57,55,50,Hunter,Trials,6,4,6,5,5,5,31,332
1560,90,52,101,18,104,46,Hunter,Trials,9,5,10,1,10,4,39,411
1581,61,101,52,86,22,47,Titan,Control,6,10,5,8,2,4,35,369
1560,39,101,100,76,62,41,Titan,Trials,3,10,10,7,6,4,40,419
1558,102,60,44,22,92,61,Hunter,Trials,10,6,4,2,9,6,37,381
1574,33,102,53,100,39,40,Titan,Control,3,10,5,10,3,4,35,367
1565,57,41,26,21,34,79,Titan,Control,5,4,2,2,3,7,23,258
1554,77,49,102,25,85,48,Titan,Trials,7,4,10,2,8,4,35,386
1560,101,31,91,41,50,80,Hunter,Trials,10,3,9,4,5,8,39,394
1560,61,51,101,43,94,36,Titan,Trials,6,5,10,4,9,3,37,386
1566,75,54,69,42,89,20,Hunter,Control,7,5,6,4,8,2,32,349
1559,80,34,103,32,70,73,Hunter,Trials,8,3,10,3,7,7,38,392
1572,60,60,100,72,51,60,Warlock,Control,6,6,10,7,5,6,40,403
1551,39,43,97,40,39,51,Warlock,Control,3,4,9,4,3,5,28,309
1560,44,42,91,100,46,28,Warlock,Trials,4,4,9,10,4,2,33,351
1559,60,50,100,101,50,61,Warlock,Trials,6,5,10,10,5,6,42,422
1571,62,61,66,43,56,58,Hunter,Control,6,6,6,4,5,5,32,346
1559,55,101,51,49,72,66,Titan,Trials,5,10,5,4,7,6,37,394
1580,55,61,102,64,80,46,Titan,Control,5,6,10,6,8,4,39,408
1532,101,32,100,66,51,39,Hunter,Control,10,3,10,6,5,3,37,389
1557,101,30,80,101,28,43,Hunter,Trials,10,3,8,10,2,4,37,383
1552,40,50,102,54,100,49,Warlock,Trials,4,5,10,5,10,4,38,395
1560,49,100,100,65,70,63,Titan,Trials,4,10,10,6,7,6,43,447
1554,27,40,74,83,43,73,Warlock,Trials,2,4,7,8,4,7,32,340
1574,23,90,92,65,49,39,Titan,Control,2,9,9,6,4,3,33,358
1560,38,94,91,32,90,91,Titan,Control,3,9,9,3,9,9,42,436
1577,32,101,81,42,110,38,Warlock,Survival,3,10,8,4,11,3,39,404
1570,62,61,66,43,56,58,Hunter,Control,6,6,6,4,5,5,32,346
1580,100,25,101,75,38,38,Hunter,Control,10,2,10,7,3,3,35,377
1582,100,31,100,30,101,51,Hunter,Control,10,3,10,3,10,5,41,413
1584,34,42,101,101,79,32,Warlock,Control,3,4,10,10,7,3,37,389
1555,60,60,100,72,51,60,Warlock,Trials,6,6,10,7,5,6,40,403
1577,101,30,80,101,28,43,Hunter,Survival,10,3,8,10,2,4,37,383
1560,100,24,103,55,74,45,Hunter,Trials,10,2,10,5,7,4,38,401
1571,44,116,46,58,70,42,Titan,Control,4,11,4,5,7,4,35,376
1568,33,84,58,41,51,45,Warlock,Control,3,8,5,4,5,4,29,312
1557,100,24,104,70,41,48,Hunter,Trials,10,2,10,7,4,4,37,387
1560,69,81,100,24,102,48,Titan,Trials,6,8,10,2,10,4,40,424
1557,47,60,100,60,63,22,Titan,Trials,4,6,10,6,6,2,34,352
1580,24,30,96,91,77,36,Warlock,Rumble,2,3,9,9,7,3,33,354
1584,107,33,100,50,100,57,Hunter,Control,10,3,10,5,10,5,43,447
1579,44,100,22,67,66,38,Titan,Control,4,10,2,6,6,3,31,337
1555,55,73,85,24,44,75,Titan,Trials,5,7,8,2,4,7,33,356
1564,33,52,101,100,48,50,Warlock,Control,3,5,10,10,4,5,37,384
1568,36,40,91,63,56,30,Warlock,Control,3,4,9,6,5,3,30,316
1580,38,39,101,24,104,50,Warlock,Control,3,3,10,2,10,5,33,356
1559,27,99,49,52,91,46,Titan,Trials,2,9,4,5,9,4,33,364
1560,92,25,96,33,98,29,Titan,Trials,9,2,9,3,9,2,34,373
1555,57,31,101,105,40,28,Warlock,Trials,5,3,10,10,4,2,34,362
1559,91,58,104,50,90,37,Hunter,Trials,9,5,10,5,9,3,41,430
1563,101,28,63,55,44,49,Hunter,Control,10,2,6,5,4,4,31,340
1558,95,38,95,28,72,84,Hunter,Trials,9,3,9,2,7,8,38,412
1492,44,56,41,50,99,41,Titan,Control,4,5,4,5,9,4,31,331
1559,107,33,100,50,100,57,Hunter,Trials,10,3,10,5,10,5,43,447
